stock_code,abc_class,revenue_share,cum_share,abc_source
90025D,C,0.000001,0.999907,training_window
90025E,C,0.000002,0.999816,training_window
90025F,C,0.000001,0.999900,training_window
90026A,C,0.000006,0.998526,training_window
90026B,C,0.000005,0.998791,training_window
90026C,C,0.000003,0.999463,training_window
90026D,C,0.000006,0.998514,training_window
90027A,C,0.000002,0.999804,training_window
90027B,C,0.000003,0.999642,training_window
90027C,C,0.000003,0.999645,training_window
90027D,C,0.000004,0.999176,training_window
90028,C,0.000016,0.993915,training_window
90029,C,0.000012,0.995667,training_window
90030A,C,0.000003,0.999482,training_window
90030B,C,0.000013,0.995342,training_window
90030C,C,0.000006,0.998485,training_window
90031,C,0.000002,0.999797,training_window
90032,C,0.000018,0.992297,training_window
90033,C,0.000004,0.999316,training_window
90034,C,0.000004,0.999267,training_window
90035A,C,0.000019,0.991786,training_window
90035B,C,0.000029,0.985820,training_window
90035C,C,0.000023,0.989604,training_window
90036A,C,0.000013,0.995171,training_window
90036B,C,0.000008,0.997481,training_window
90036C,C,0.000016,0.994056,training_window
90036D,C,0.000021,0.990738,training_window
90036E,C,0.000023,0.989491,training_window
90036F,C,0.000014,0.994613,training_window
90037A,C,0.000005,0.998846,training_window
90037B,C,0.000005,0.998861,training_window
90037C,C,0.000005,0.999000,training_window
90037D,C,0.000003,0.999626,training_window
90038A,C,0.000007,0.998085,training_window
90038B,C,0.000005,0.999023,training_window
90038C,C,0.000005,0.998910,training_window
90039A,C,0.000003,0.999679,training_window
90039B,C,0.000005,0.998670,training_window
90039C,C,0.000006,0.998531,training_window
90039D,C,0.000010,0.996556,training_window
90040A,C,0.000016,0.994072,training_window
90040B,C,0.000019,0.991902,training_window
90040C,C,0.000008,0.997531,training_window
90040D,C,0.000011,0.996215,training_window
90041,C,0.000001,0.999869,training_window
90042A,C,0.000012,0.995691,training_window
90042B,C,0.000003,0.999446,training_window
90042C,C,0.000011,0.996147,training_window
90043,C,0.000002,0.999745,training_window
90046,C,0.000004,0.999297,training_window
90048,C,0.000011,0.996335,training_window
90049,C,0.000006,0.998456,training_window
90050,C,0.000003,0.999469,training_window
90051,C,0.000006,0.998295,training_window
90052,C,0.000003,0.999640,training_window
90053,C,0.000002,0.999853,training_window
90054,C,0.000002,0.999758,training_window
90055,C,0.000001,0.999878,training_window
90056,C,0.000013,0.995237,training_window
90057,B,0.000152,0.865573,training_window
90058A,C,0.000008,0.997564,training_window
90058B,C,0.000024,0.988675,training_window
90059A,C,0.000008,0.997506,training_window
90059B,C,0.000002,0.999756,training_window
90059C,C,0.000004,0.999286,training_window
90059D,C,0.000006,0.998377,training_window
90059E,C,0.000004,0.999125,training_window
90059F,C,0.000004,0.999279,training_window
90060B,C,0.000003,0.999634,training_window
90060C,C,0.000003,0.999491,training_window
90060D,C,0.000005,0.998681,training_window
90060F,C,0.000011,0.996226,training_window
90062,B,0.000195,0.831777,training_window
90063A,C,0.000009,0.997281,training_window
90063B,C,0.000009,0.997254,training_window
90064A,C,0.000005,0.998841,training_window
90064B,C,0.000003,0.999403,training_window
90065A,C,0.000012,0.995715,training_window
90065B,C,0.000011,0.996378,training_window
90066A,C,0.000003,0.999686,training_window
90067A,C,0.000005,0.998901,training_window
90067B,C,0.000003,0.999497,training_window
90068,C,0.000001,0.999905,training_window
90069,C,0.000005,0.998831,training_window
90070,C,0.000024,0.988652,training_window
90071,C,0.000007,0.998119,training_window
90072,C,0.000009,0.997034,training_window
90073,C,0.000012,0.995506,training_window
90074,C,0.000003,0.999618,training_window
90075,C,0.000005,0.998632,training_window
90076,C,0.000002,0.999727,training_window
90077,C,0.000001,0.999939,training_window
90078,C,0.000005,0.998811,training_window
90079,C,0.000005,0.999032,training_window
90081A,C,0.000015,0.994393,training_window
90081B,C,0.000003,0.999661,training_window
90081C,C,0.000015,0.994165,training_window
90082A,C,0.000021,0.990842,training_window
90082B,C,0.000025,0.988106,training_window
90082C,C,0.000001,0.999855,training_window
90082D,C,0.000049,0.967680,training_window
90083,C,0.000002,0.999778,training_window
90084,C,0.000004,0.999201,training_window
90085,C,0.000019,0.991825,training_window
90086,C,0.000010,0.996814,training_window
90087,C,0.000015,0.994378,training_window
90088,C,0.000007,0.998218,training_window
90089,C,0.000006,0.998359,training_window
90090,C,0.000017,0.993110,training_window
90091,C,0.000000,0.999996,training_window
90092,C,0.000007,0.998179,training_window
90093,C,0.000011,0.996136,training_window
90094,C,0.000012,0.995569,training_window
90095,C,0.000002,0.999814,training_window
90096,C,0.000016,0.993978,training_window
90098,C,0.000018,0.992315,training_window
90099,C,0.000007,0.997988,training_window
90100,C,0.000006,0.998520,training_window
90101,C,0.000004,0.999260,training_window
90102,C,0.000001,0.999964,training_window
90103,C,0.000005,0.999014,training_window
90104,C,0.000008,0.997613,training_window
90108,C,0.000008,0.997879,training_window
90111,C,0.000001,0.999966,training_window
90112,C,0.000007,0.998058,training_window
90114,C,0.000017,0.992938,training_window
90115,C,0.000021,0.990822,training_window
90116,C,0.000010,0.996525,training_window
90118,C,0.000004,0.999181,training_window
90119,C,0.000005,0.998718,training_window
90120A,C,0.000030,0.985002,training_window
90120B,C,0.000027,0.987278,training_window
90120C,C,0.000027,0.987038,training_window
90120D,C,0.000042,0.976404,training_window
90121B,C,0.000006,0.998414,training_window
90122A,C,0.000017,0.993263,training_window
90122B,C,0.000016,0.993707,training_window
90122C,C,0.000015,0.994555,training_window
90123A,C,0.000014,0.994967,training_window
90123B,C,0.000010,0.996736,training_window
90123C,C,0.000010,0.996535,training_window
90123D,C,0.000012,0.995952,training_window
90124A,C,0.000020,0.991170,training_window
90124B,C,0.000028,0.986328,training_window
90124C,C,0.000011,0.996421,training_window
90125A,C,0.000014,0.995104,training_window
90125B,C,0.000005,0.998953,training_window
90125C,C,0.000008,0.997818,training_window
90125D,C,0.000017,0.993447,training_window
90125E,C,0.000003,0.999433,training_window
90126A,C,0.000003,0.999610,training_window
90126B,C,0.000001,0.999961,training_window
90126C,C,0.000003,0.999637,training_window
90127A,C,0.000001,0.999906,training_window
90127B,C,0.000000,0.999997,training_window
90128A,C,0.000003,0.999510,training_window
90128B,C,0.000002,0.999800,training_window
90128C,C,0.000002,0.999820,training_window
90128D,C,0.000002,0.999840,training_window
90129A,C,0.000020,0.991251,training_window
90129B,C,0.000020,0.991689,training_window
90129C,C,0.000015,0.994584,training_window
90129D,C,0.000010,0.996707,training_window
90129E,C,0.000017,0.993144,training_window
90129F,C,0.000009,0.997062,training_window
90130A,C,0.000005,0.998886,training_window
90130B,C,0.000009,0.997387,training_window
90130C,C,0.000004,0.999275,training_window
90130D,C,0.000002,0.999701,training_window
90131,C,0.000005,0.998958,training_window
90132,C,0.000002,0.999713,training_window
90133,C,0.000013,0.995469,training_window
90134,C,0.000023,0.989377,training_window
90135,C,0.000003,0.999413,training_window
90135A,C,0.000004,0.999189,training_window
90136,C,0.000003,0.999537,training_window
90137,C,0.000010,0.996939,training_window
90138,C,0.000008,0.997572,training_window
90139,C,0.000009,0.997326,training_window
90140,C,0.000005,0.999027,training_window
90141A,C,0.000005,0.998765,training_window
90141B,C,0.000003,0.999390,training_window
90141C,C,0.000003,0.999478,training_window
90141D,C,0.000002,0.999836,training_window
90141E,C,0.000002,0.999788,training_window
90142A,C,0.000002,0.999784,training_window
90142B,C,0.000000,0.999983,training_window
90142C,C,0.000000,0.999984,training_window
90142D,C,0.000003,0.999558,training_window
90143,C,0.000040,0.977345,training_window
90144,C,0.000012,0.995531,training_window
90145,C,0.000026,0.987801,training_window
90146,C,0.000017,0.993196,training_window
90147,C,0.000059,0.958352,training_window
90148,C,0.000023,0.989308,training_window
90149,C,0.000006,0.998560,training_window
90150,C,0.000007,0.997945,training_window
90151,C,0.000009,0.997272,training_window
90152A,C,0.000002,0.999813,training_window
90152B,C,0.000003,0.999648,training_window
90152C,C,0.000003,0.999485,training_window
90154,C,0.000003,0.999417,training_window
90155,C,0.000014,0.995063,training_window
90156,C,0.000010,0.996901,training_window
90157,C,0.000017,0.993076,training_window
90158,C,0.000019,0.991806,training_window
90159,C,0.000013,0.995290,training_window
90160A,C,0.000018,0.992568,training_window
90160B,C,0.000027,0.986631,training_window
90160C,C,0.000035,0.981606,training_window
90160D,C,0.000027,0.986795,training_window
90161A,C,0.000023,0.989331,training_window
90161B,C,0.000035,0.981572,training_window
90161C,C,0.000040,0.977787,training_window
90161D,C,0.000036,0.980828,training_window
90162A,C,0.000005,0.998708,training_window
90162B,C,0.000008,0.997856,training_window
90162C,C,0.000008,0.997473,training_window
90162D,C,0.000005,0.998896,training_window
90163A,C,0.000018,0.992674,training_window
90163B,C,0.000006,0.998340,training_window
90164A,C,0.000011,0.996056,training_window
90164B,C,0.000021,0.990549,training_window
90165A,C,0.000006,0.998383,training_window
90165B,C,0.000008,0.997749,training_window
90166,C,0.000007,0.997923,training_window
90167,B,0.000135,0.883960,training_window
90168,C,0.000006,0.998497,training_window
90169,C,0.000005,0.998760,training_window
90170,C,0.000012,0.995556,training_window
90171,C,0.000004,0.999054,training_window
90173,C,0.000022,0.989851,training_window
90174,C,0.000003,0.999584,training_window
90175A,C,0.000064,0.953915,training_window
90175B,C,0.000020,0.991332,training_window
90175C,C,0.000024,0.988842,training_window
90175D,C,0.000029,0.985297,training_window
90176A,C,0.000005,0.999009,training_window
90176B,C,0.000001,0.999901,training_window
90176C,C,0.000005,0.998972,training_window
90176D,C,0.000002,0.999720,training_window
90176E,C,0.000000,0.000000,default_no_train_history
90177A,C,0.000002,0.999849,training_window
90177B,C,0.000005,0.998891,training_window
90177C,C,0.000004,0.999160,training_window
90177D,C,0.000007,0.998030,training_window
90177E,C,0.000004,0.999085,training_window
90178A,C,0.000022,0.989717,training_window
90178B,C,0.000014,0.994642,training_window
90179A,C,0.000003,0.999494,training_window
90179B,C,0.000004,0.999330,training_window
90179C,C,0.000006,0.998346,training_window
90180A,C,0.000026,0.987463,training_window
90180B,C,0.000011,0.996158,training_window
90181A,C,0.000006,0.998605,training_window
90181B,C,0.000011,0.996203,training_window
90181C,C,0.000004,0.999355,training_window
90182A,C,0.000000,0.999993,training_window
90182B,C,0.000000,0.999977,training_window
90182C,C,0.000002,0.999847,training_window
90183A,C,0.000004,0.999103,training_window
90183B,C,0.000003,0.999579,training_window
90183C,C,0.000001,0.999879,training_window
90184A,C,0.000027,0.986741,training_window
90184B,C,0.000034,0.982019,training_window
90184C,C,0.000042,0.976488,training_window
90185A,C,0.000015,0.994511,training_window
90185B,C,0.000018,0.992333,training_window
90185C,C,0.000018,0.992762,training_window
90185D,C,0.000022,0.990312,training_window
90186A,C,0.000015,0.994541,training_window
90186B,C,0.000009,0.997071,training_window
90187A,C,0.000002,0.999768,training_window
90187B,C,0.000003,0.999534,training_window
90188,C,0.000003,0.999525,training_window
90189A,C,0.000005,0.998816,training_window
90189B,C,0.000002,0.999828,training_window
90190A,C,0.000007,0.997953,training_window
90190B,C,0.000008,0.997597,training_window
90190C,C,0.000010,0.996775,training_window
90191,C,0.000016,0.993578,training_window
90192,C,0.000026,0.987646,training_window
90194,C,0.000008,0.997811,training_window
90195A,C,0.000041,0.976858,training_window
90195B,C,0.000034,0.982256,training_window
90196A,C,0.000016,0.993562,training_window
90196B,C,0.000015,0.994242,training_window
90197B,C,0.000017,0.993314,training_window
90197D,C,0.000003,0.999420,training_window
90198A,C,0.000031,0.984152,training_window
90198B,C,0.000026,0.987826,training_window
90199A,C,0.000009,0.997430,training_window
90199B,C,0.000014,0.994939,training_window
90199C,C,0.000039,0.978420,training_window
90199D,C,0.000009,0.997200,training_window
90200A,C,0.000042,0.976196,training_window
90200B,C,0.000043,0.974715,training_window
90200C,C,0.000066,0.951648,training_window
90200D,B,0.000073,0.944695,training_window
90200E,C,0.000047,0.971046,training_window
90201A,C,0.000018,0.992242,training_window
90201B,C,0.000020,0.991048,training_window
90201C,C,0.000016,0.993804,training_window
90201D,C,0.000018,0.992478,training_window
90202A,C,0.000004,0.999217,training_window
90202B,C,0.000002,0.999704,training_window
90202C,C,0.000004,0.999081,training_window
90202D,C,0.000008,0.997678,training_window
90203,C,0.000040,0.977506,training_window
90204,C,0.000007,0.997909,training_window
90205A,C,0.000002,0.999751,training_window
90205C,C,0.000007,0.997931,training_window
90206A,C,0.000003,0.999650,training_window
90206C,C,0.000021,0.990717,training_window
90208,C,0.000022,0.990290,training_window
90209A,C,0.000012,0.995655,training_window
90209B,C,0.000041,0.977062,training_window
90209C,C,0.000030,0.984853,training_window
90210A,C,0.000015,0.994303,training_window
90210B,C,0.000015,0.994570,training_window
90210C,C,0.000012,0.995835,training_window
90210D,C,0.000016,0.993931,training_window
90211A,C,0.000009,0.997245,training_window
90211B,C,0.000015,0.994482,training_window
90212B,C,0.000011,0.996442,training_window
90212C,C,0.000003,0.999407,training_window
90214A,C,0.000011,0.996410,training_window
90214B,C,0.000005,0.998986,training_window
90214C,C,0.000009,0.997439,training_window
90214D,C,0.000005,0.999018,training_window
90214E,C,0.000008,0.997826,training_window
90214F,C,0.000002,0.999749,training_window
90214G,C,0.000005,0.998723,training_window
90214H,C,0.000004,0.999209,training_window
90214I,C,0.000003,0.999601,training_window
90214J,C,0.000010,0.996795,training_window
90214K,C,0.000009,0.997015,training_window
90214L,C,0.000009,0.997127,training_window
90214M,C,0.000009,0.997352,training_window
90214N,C,0.000004,0.999108,training_window
90214O,C,0.000002,0.999774,training_window
90214P,C,0.000004,0.999147,training_window
90214R,C,0.000006,0.998390,training_window
90214S,C,0.000011,0.996367,training_window
